86;06:00;06:00;85;06:01;06:01;25;06:02;06:02;60;06:03;06:03;68;06:04;06:04;45;06:05;06:05;123;06:07;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;06:19;06:19;85;06:20;06:20;25;06:21;06:21;60;06:22;06:22;68;06:23;06:23;45;06:24;06:24;123;06:26;06:26;107;06:28;06:28;97;06:30;06:30;23;06:31;06:31;96;06:33;06:33;12;06:34;06:34;6;06:36;06:36;66;06:37;06:37;107;06:39;06:39;123;06:41;06:41;45;06:43;06:43;68;06:44;06:44;60;06:45;06:45;25;06:46;06:46;85;06:47;06:47;86;06:48;-1
86;06:49;06:49;85;06:50;06:50;25;06:51;06:51;60;06:52;06:52;68;06:53;06:53;45;06:54;06:54;123;06:56;06:56;107;06:58;06:58;97;07:00;07:00;23;07:01;07:01;96;07:03;07:03;12;07:04;07:04;6;07:06;07:06;66;07:07;07:07;107;07:09;07:09;123;07:11;07:11;45;07:13;07:13;68;07:14;07:14;60;07:15;07:15;25;07:16;07:16;85;07:17;07:17;86;07:18;-1
86;07:19;07:19;85;07:20;07:20;25;07:21;07:21;60;07:22;07:22;68;07:23;07:23;45;07:24;07:24;123;07:26;07:26;107;07:28;07:28;97;07:30;07:30;23;07:31;07:31;96;07:33;07:33;12;07:34;07:34;6;07:36;07:36;66;07:37;07:37;107;07:39;07:39;123;07:41;07:41;45;07:43;07:43;68;07:44;07:44;60;07:45;07:45;25;07:46;07:46;85;07:47;07:47;86;07:48;-1
86;07:49;07:49;85;07:50;07:50;25;07:51;07:51;60;07:52;07:52;68;07:53;07:53;45;07:54;07:54;123;07:56;07:56;107;07:58;07:58;97;08:00;08:00;23;08:01;08:01;96;08:03;08:03;12;08:04;08:04;6;08:06;08:06;66;08:07;08:07;107;08:09;08:09;123;08:11;08:11;45;08:13;08:13;68;08:14;08:14;60;08:15;08:15;25;08:16;08:16;85;08:17;08:17;86;08:18;-1
86;08:19;08:19;85;08:20;08:20;25;08:21;08:21;60;08:22;08:22;68;08:23;08:23;45;08:24;08:24;123;08:26;08:26;107;08:28;08:28;97;08:30;08:30;23;08:31;08:31;96;08:33;08:33;12;08:34;08:34;6;08:36;08:36;66;08:37;08:37;107;08:39;08:39;123;08:41;08:41;45;08:43;08:43;68;08:44;08:44;60;08:45;08:45;25;08:46;08:46;85;08:47;08:47;86;08:48;-1
86;08:49;08:49;85;08:50;08:50;25;08:51;08:51;60;08:52;08:52;68;08:53;08:53;45;08:54;08:54;123;08:56;08:56;107;08:58;08:58;97;09:00;09:00;23;09:01;09:01;96;09:03;09:03;12;09:04;09:04;6;09:06;09:06;66;09:07;09:07;107;09:09;09:09;123;09:11;09:11;45;09:13;09:13;68;09:14;09:14;60;09:15;09:15;25;09:16;09:16;85;09:17;09:17;86;09:18;-1
86;09:19;09:19;85;09:20;09:20;25;09:21;09:21;60;09:22;09:22;68;09:23;09:23;45;09:24;09:24;123;09:26;09:26;107;09:28;09:28;97;09:30;09:30;23;09:31;09:31;96;09:33;09:33;12;09:34;09:34;6;09:36;09:36;66;09:37;09:37;107;09:39;09:39;123;09:41;09:41;45;09:43;09:43;68;09:44;09:44;60;09:45;09:45;25;09:46;09:46;85;09:47;09:47;86;09:48;-1
86;09:49;09:49;85;09:50;09:50;25;09:51;09:51;60;09:52;09:52;68;09:53;09:53;45;09:54;09:54;123;09:56;09:56;107;09:58;09:58;97;10:00;10:00;23;10:01;10:01;96;10:03;10:03;12;10:04;10:04;6;10:06;10:06;66;10:07;10:07;107;10:09;10:09;123;10:11;10:11;45;10:13;10:13;68;10:14;10:14;60;10:15;10:15;25;10:16;10:16;85;10:17;10:17;86;10:18;-1
86;10:19;10:19;85;10:20;10:20;25;10:21;10:21;60;10:22;10:22;68;10:23;10:23;45;10:24;10:24;123;10:26;10:26;107;10:28;10:28;97;10:30;10:30;23;10:31;10:31;96;10:33;10:33;12;10:34;10:34;6;10:36;10:36;66;10:37;10:37;107;10:39;10:39;123;10:41;10:41;45;10:43;10:43;68;10:44;10:44;60;10:45;10:45;25;10:46;10:46;85;10:47;10:47;86;10:48;-1
