15;06:34;06:34;62;06:35;06:35;56;06:36;06:36;88;06:38;06:38;39;06:39;06:39;47;06:40;06:40;110;06:41;06:41;44;06:43;06:43;9;06:44;06:44;123;06:45;06:45;107;06:47;06:47;97;06:49;06:49;23;06:50;06:50;96;06:52;06:52;12;06:53;06:53;6;06:55;06:55;66;06:56;06:56;107;06:58;06:58;123;07:00;07:00;9;07:02;07:02;44;07:03;07:03;110;07:04;07:04;47;07:05;07:05;39;07:06;07:06;88;07:07;07:07;89;07:08;07:08;16;07:10;07:10;17;07:11;07:11;15;07:12;-1
15;06:49;06:49;62;06:50;06:50;56;06:51;06:51;88;06:53;06:53;39;06:54;06:54;47;06:55;06:55;110;06:56;06:56;44;06:58;06:58;9;06:59;06:59;123;07:00;07:00;107;07:02;07:02;97;07:04;07:04;23;07:05;07:05;96;07:07;07:07;12;07:08;07:08;6;07:10;07:10;66;07:11;07:11;107;07:13;07:13;123;07:15;07:15;9;07:17;07:17;44;07:18;07:18;110;07:19;07:19;47;07:20;07:20;39;07:21;07:21;88;07:22;07:22;89;07:23;07:23;16;07:25;07:25;17;07:26;07:26;15;07:27;-1
15;07:04;07:04;62;07:05;07:05;56;07:06;07:06;88;07:08;07:08;39;07:09;07:09;47;07:10;07:10;110;07:11;07:11;44;07:13;07:13;9;07:14;07:14;123;07:15;07:15;107;07:17;07:17;97;07:19;07:19;23;07:20;07:20;96;07:22;07:22;12;07:23;07:23;6;07:25;07:25;66;07:26;07:26;107;07:28;07:28;123;07:30;07:30;9;07:32;07:32;44;07:33;07:33;110;07:34;07:34;47;07:35;07:35;39;07:36;07:36;88;07:37;07:37;89;07:38;07:38;16;07:40;07:40;17;07:41;07:41;15;07:42;-1
15;07:19;07:19;62;07:20;07:20;56;07:21;07:21;88;07:23;07:23;39;07:24;07:24;47;07:25;07:25;110;07:26;07:26;44;07:28;07:28;9;07:29;07:29;123;07:30;07:30;107;07:32;07:32;97;07:34;07:34;23;07:35;07:35;96;07:37;07:37;12;07:38;07:38;6;07:40;07:40;66;07:41;07:41;107;07:43;07:43;123;07:45;07:45;9;07:47;07:47;44;07:48;07:48;110;07:49;07:49;47;07:50;07:50;39;07:51;07:51;88;07:52;07:52;89;07:53;07:53;16;07:55;07:55;17;07:56;07:56;15;07:57;-1
15;07:34;07:34;62;07:35;07:35;56;07:36;07:36;88;07:38;07:38;39;07:39;07:39;47;07:40;07:40;110;07:41;07:41;44;07:43;07:43;9;07:44;07:44;123;07:45;07:45;107;07:47;07:47;97;07:49;07:49;23;07:50;07:50;96;07:52;07:52;12;07:53;07:53;6;07:55;07:55;66;07:56;07:56;107;07:58;07:58;123;08:00;08:00;9;08:02;08:02;44;08:03;08:03;110;08:04;08:04;47;08:05;08:05;39;08:06;08:06;88;08:07;08:07;89;08:08;08:08;16;08:10;08:10;17;08:11;08:11;15;08:12;-1
15;07:49;07:49;62;07:50;07:50;56;07:51;07:51;88;07:53;07:53;39;07:54;07:54;47;07:55;07:55;110;07:56;07:56;44;07:58;07:58;9;07:59;07:59;123;08:00;08:00;107;08:02;08:02;97;08:04;08:04;23;08:05;08:05;96;08:07;08:07;12;08:08;08:08;6;08:10;08:10;66;08:11;08:11;107;08:13;08:13;123;08:15;08:15;9;08:17;08:17;44;08:18;08:18;110;08:19;08:19;47;08:20;08:20;39;08:21;08:21;88;08:22;08:22;89;08:23;08:23;16;08:25;08:25;17;08:26;08:26;15;08:27;-1
15;08:04;08:04;62;08:05;08:05;56;08:06;08:06;88;08:08;08:08;39;08:09;08:09;47;08:10;08:10;110;08:11;08:11;44;08:13;08:13;9;08:14;08:14;123;08:15;08:15;107;08:17;08:17;97;08:19;08:19;23;08:20;08:20;96;08:22;08:22;12;08:23;08:23;6;08:25;08:25;66;08:26;08:26;107;08:28;08:28;123;08:30;08:30;9;08:32;08:32;44;08:33;08:33;110;08:34;08:34;47;08:35;08:35;39;08:36;08:36;88;08:37;08:37;89;08:38;08:38;16;08:40;08:40;17;08:41;08:41;15;08:42;-1
15;08:19;08:19;62;08:20;08:20;56;08:21;08:21;88;08:23;08:23;39;08:24;08:24;47;08:25;08:25;110;08:26;08:26;44;08:28;08:28;9;08:29;08:29;123;08:30;08:30;107;08:32;08:32;97;08:34;08:34;23;08:35;08:35;96;08:37;08:37;12;08:38;08:38;6;08:40;08:40;66;08:41;08:41;107;08:43;08:43;123;08:45;08:45;9;08:47;08:47;44;08:48;08:48;110;08:49;08:49;47;08:50;08:50;39;08:51;08:51;88;08:52;08:52;89;08:53;08:53;16;08:55;08:55;17;08:56;08:56;15;08:57;-1
15;08:34;08:34;62;08:35;08:35;56;08:36;08:36;88;08:38;08:38;39;08:39;08:39;47;08:40;08:40;110;08:41;08:41;44;08:43;08:43;9;08:44;08:44;123;08:45;08:45;107;08:47;08:47;97;08:49;08:49;23;08:50;08:50;96;08:52;08:52;12;08:53;08:53;6;08:55;08:55;66;08:56;08:56;107;08:58;08:58;123;09:00;09:00;9;09:02;09:02;44;09:03;09:03;110;09:04;09:04;47;09:05;09:05;39;09:06;09:06;88;09:07;09:07;89;09:08;09:08;16;09:10;09:10;17;09:11;09:11;15;09:12;-1
15;08:49;08:49;62;08:50;08:50;56;08:51;08:51;88;08:53;08:53;39;08:54;08:54;47;08:55;08:55;110;08:56;08:56;44;08:58;08:58;9;08:59;08:59;123;09:00;09:00;107;09:02;09:02;97;09:04;09:04;23;09:05;09:05;96;09:07;09:07;12;09:08;09:08;6;09:10;09:10;66;09:11;09:11;107;09:13;09:13;123;09:15;09:15;9;09:17;09:17;44;09:18;09:18;110;09:19;09:19;47;09:20;09:20;39;09:21;09:21;88;09:22;09:22;89;09:23;09:23;16;09:25;09:25;17;09:26;09:26;15;09:27;-1
15;09:04;09:04;62;09:05;09:05;56;09:06;09:06;88;09:08;09:08;39;09:09;09:09;47;09:10;09:10;110;09:11;09:11;44;09:13;09:13;9;09:14;09:14;123;09:15;09:15;107;09:17;09:17;97;09:19;09:19;23;09:20;09:20;96;09:22;09:22;12;09:23;09:23;6;09:25;09:25;66;09:26;09:26;107;09:28;09:28;123;09:30;09:30;9;09:32;09:32;44;09:33;09:33;110;09:34;09:34;47;09:35;09:35;39;09:36;09:36;88;09:37;09:37;89;09:38;09:38;16;09:40;09:40;17;09:41;09:41;15;09:42;-1
15;09:19;09:19;62;09:20;09:20;56;09:21;09:21;88;09:23;09:23;39;09:24;09:24;47;09:25;09:25;110;09:26;09:26;44;09:28;09:28;9;09:29;09:29;123;09:30;09:30;107;09:32;09:32;97;09:34;09:34;23;09:35;09:35;96;09:37;09:37;12;09:38;09:38;6;09:40;09:40;66;09:41;09:41;107;09:43;09:43;123;09:45;09:45;9;09:47;09:47;44;09:48;09:48;110;09:49;09:49;47;09:50;09:50;39;09:51;09:51;88;09:52;09:52;89;09:53;09:53;16;09:55;09:55;17;09:56;09:56;15;09:57;-1
